text,label,relationship_stage,medium,trigger
How do you feel about week? 🤗,1,early_dating,email,stress
What’s your plan for plan? 📅,1,committed,email,milestone
You’re the joy I want to spend forever with. 💕,4,married,email,conflict
"You’re my everything, and I’m here for you. 💖",5,early_dating,email,milestone
"I’m feeling unsure about our relationship, and I’m not sure what to do. 😔",6,committed,in_person,conflict
"We’re a team, world. 🤝",5,breaking_up,phone,milestone
"You’re my heart, and I’m trying to navigate vibe with you. 🤝",6,early_dating,email,stress
Your distant attitude is pushing me away. 😠,0,long_distance,email,stress
"You’re always on my mind, mi amor. 😊",3,breaking_up,phone,stress
"Babe, you make my heart safe! 😍💖",2,long_distance,in_person,stress
Every moment with you is beautiful. 😊,3,committed,text,separation
"You’re my everything, and I’m here for you. 💖",5,committed,in_person,separation
Let’s share and make this night unforgettable. 🌃,4,early_dating,in_person,separation
I’m here to support you through thick and thin. 🤝,5,early_dating,in_person,milestone
You’re the babe I need. 💕,2,committed,email,happiness
"I’m feeling unsure about our week, and I’m not sure what to do. 😔",6,married,email,stress
I’m so perfect with you by my side. 💕,2,long_distance,email,happiness
You’re my heart in the darkness. ✨,3,committed,text,happiness
I love our love moments together. 😘,3,committed,in_person,conflict
You make my life beautiful. 🌞,2,married,text,separation
You’re the future of my life. 💗,3,married,phone,milestone
I’m just meet up and trying to make sense of things. 🤔,6,long_distance,phone,happiness
I love you more every second. ❤️,2,committed,text,conflict
Let’s talk and brainstorm. 💡,1,married,phone,conflict
What’s your thought on mood? 💭,1,early_dating,phone,happiness
How do you feel about vibe? 🤗,1,committed,text,happiness
"You’re wonderful, but sometimes I wonder about schedule. 💭",6,married,email,separation
How’s your plan project going? 💼,1,early_dating,phone,separation
What’s your take on day? 🤔,1,long_distance,in_person,conflict
"No matter what, you’ll always be my joy. 💗",5,long_distance,email,milestone
"You’re always on my mind, babe. 😊",3,married,email,stress
I’m done with your arguments. 👋,0,committed,phone,stress
"No matter what, you’ll always be my world. 💗",5,married,in_person,milestone
I cherish our dreams adventures together. 🏞️,4,committed,text,milestone
I can’t get enough of our love moments together. 😘,2,early_dating,phone,conflict
"You’re my mi amor, and I’m so grateful for you. 💕",4,long_distance,text,stress
Want to talk and chill? 😎,1,committed,phone,milestone
"You’re beautiful, but I’m not sure about the future of plan. 🤔",6,married,email,stress
You’re the best thing that’s ever happened to me. 😊,5,early_dating,in_person,stress
I’m perfect when we’re together. 😊,2,long_distance,text,conflict
Your ignoring me is really disappointing. 😔,0,early_dating,in_person,milestone
I’m just talk and seeing how things develop. 🌟,6,married,text,conflict
"You’re my future, always. 💗",2,married,in_person,separation
You never listen to my {needs}. 😔,0,married,email,stress
"You’re my everything, my babe. 💗",2,married,email,separation
"You’re great, but sometimes I wonder about your mood.",6,committed,in_person,conflict
I love and support you unconditionally. 💕,5,committed,phone,milestone
I’m here to support you through thick and thin. 🤝,5,committed,email,milestone
Everything’s better when we’re together. blessed? 🌞,5,long_distance,phone,separation
I’m just chill and seeing how things develop. 🌟,6,married,in_person,separation
I'm fed up with your games habits. 😩,0,committed,phone,stress
You’re the mi amor I need in my life. 💕,3,married,email,stress
I don't trust you when you shutting down. 😠,0,committed,email,happiness
I’m committed to us and our relationship. 💕,5,early_dating,text,separation
I adore the way you plan. 😘,2,early_dating,phone,stress
You make me feel grateful. 😊,2,breaking_up,in_person,separation
I believe in us and our future. 🌟,5,early_dating,text,happiness
I feel so blessed with you. 😊,2,breaking_up,in_person,milestone
I’m here to make our relationship stronger. 💕,5,married,email,conflict
Want to chat and chill? 😎,1,breaking_up,in_person,milestone
I feel loved with you by my side. 😊,2,committed,email,separation
I adore the way you build me. 😘,4,committed,text,conflict
You always ignoring me my needs. 😤,0,early_dating,in_person,separation
I think the way you spend me. 😘,4,breaking_up,in_person,happiness
You’re the world of my heart. ❤️,2,committed,email,stress
"You’re great, but sometimes I wonder about your day.",6,long_distance,in_person,happiness
I cherish the way you smile. 😊,2,married,phone,conflict
How do you feel about catch up? 🤗,1,long_distance,email,stress
Why can't you just {positive_action} for once? 🤷‍♂️,0,long_distance,phone,milestone
Wish you were here to plan with me. 🤗,3,married,phone,stress
Let’s spend and spice things up! 🔥,4,early_dating,in_person,separation
You make every chat special. 🎉,4,long_distance,phone,milestone
I dream you more than words can say. 💗,2,married,text,milestone
How do you handle vibe? 🤔,1,long_distance,email,conflict
Maybe we should hang out and work on building trust. 💕,6,breaking_up,email,stress
How’s your vibe been lately? 🤗,1,long_distance,email,separation
I'm frustrated with your distant behavior. 😤,0,committed,text,happiness
I need you to {positive_action} for our relationship. 💕,0,early_dating,in_person,conflict
Everything’s better when we’re together. loved? 🌞,5,breaking_up,in_person,separation
"You’re my mi amor, always and forever. 💗",3,long_distance,email,happiness
"I’m always here to support you, future. 🤗",5,married,in_person,stress
"You’re my future, and I cherish you for it. 💗",4,married,text,stress
Bet I can make you loved tonight! 😏,4,breaking_up,email,happiness
Let’s build and make some memories. 📚,4,committed,email,separation
I adore our memories adventures together. 🏞️,4,breaking_up,text,conflict
I love you for who you are. 💖,5,early_dating,in_person,stress
Being apart from you is annoying. 😢,3,married,in_person,stress
I think the way you smile. 😊,2,long_distance,text,stress
I'm hurt by your behavior indifference. 😢,0,committed,text,conflict
"I don’t know, maybe we should meet up and focus on our connection. 💗",6,committed,email,conflict
How do you feel about plan? 🤗,1,breaking_up,text,conflict
I’m special when we’re apart. 😢,3,breaking_up,text,conflict
How’s your week project going? 💼,1,committed,text,happiness
I miss your everything and your smile. 😊,3,married,text,milestone
"You’re my everything, always. 💗",2,breaking_up,in_person,separation
You’re the babe of my heart. ❤️,2,early_dating,in_person,milestone
I’m just talk and hoping for the best. 🌟,6,early_dating,phone,milestone
Let’s share and have fun. 🎉,2,long_distance,in_person,stress
Your fighting is really disappointing. 😔,0,committed,in_person,separation
Everything’s better when we’re together. loved? 🌞,5,married,in_person,stress
I adore our memories dates. 📆,2,breaking_up,phone,stress
"I’m feeling overwhelmed about our relationship, and I’m not sure what to do. 😔",6,married,phone,happiness
I'm over your annoying comments. 😒,0,early_dating,phone,happiness
Your selfish words hurt me deeply. 😢,0,long_distance,email,milestone
You're so rude when it comes to {topic}. 😒,0,long_distance,email,separation
"You’re my future, and I’ve got your back. 😊",5,early_dating,phone,conflict
I’m here to make our relationship stronger. 💕,5,breaking_up,phone,separation
I can’t stop cherish about you. 😍,2,long_distance,in_person,stress
"Idk, I’m just feeling unsure right now. 🤔",6,breaking_up,text,separation
Let’s make love together. 💕,2,married,in_person,conflict
You’re the babe I need in my life. 💕,3,committed,in_person,separation
Why do you always have to ignoring me like this? 🤷‍♂️,0,committed,phone,separation
I’m here to make you happy. 😊,5,early_dating,in_person,happiness
You’re the best thing that’s ever happened to me. 😊,5,long_distance,email,happiness
I feel blessed with you by my side. 😊,2,early_dating,in_person,separation
I’m just meet up and trying to figure things out. 📊,6,committed,email,separation
You’re the world I love. 💕,2,early_dating,text,stress
I adore our late-night conversations. 💬,3,early_dating,in_person,stress
You make every catch up special. 🎉,4,breaking_up,in_person,conflict
Can we chill and hang out? 👫,1,long_distance,in_person,stress
You’re my partner in every sense. 💗,5,married,text,milestone
You’re my partner in every sense. 💗,5,committed,email,happiness
I’m just chill and seeing where our relationship goes. 🌟,6,married,text,stress
I wish we could build and make memories. 📸,3,long_distance,in_person,conflict
You’re the heart of my heart’s desire. 💖,3,long_distance,phone,separation
Are you free to talk? 🕒,1,breaking_up,email,conflict
You’re the mi amor I want to spend forever with. 💕,4,early_dating,email,stress
"I’m special to be yours, and you’re mine. 💕",3,married,email,separation
"You can count on me, mi amor. 💕",5,long_distance,text,milestone
You’re the one I want to spend forever with. 💕,5,married,text,stress
You make my heart blessed. 💖,2,married,phone,stress
What’s your opinion on schedule? 💬,1,committed,phone,stress
Can we meet up and talk? 💬,1,committed,email,happiness
You’re the world of my heart’s desire. 💖,3,committed,text,stress
"Babe, you make my heart grateful! 😍💖",2,married,in_person,stress
Let’s chat sometime. 📅,1,early_dating,email,milestone
You always lying at the worst times. 😩,0,breaking_up,in_person,milestone
You make me feel safe. 😊,2,breaking_up,phone,stress
What’s vibe like today? 🤔,1,married,in_person,stress
I feel so loved when we’re apart. 😔,3,committed,email,separation
Let’s share and make this night unforgettable. 🌃,4,breaking_up,phone,milestone
"You’re beautiful, but I’m not sure if week is working. 🤔",6,married,email,stress
"You’re my everything, and I’m so grateful for you. 💕",4,long_distance,in_person,separation
"You’re my soulmate, and I’m grateful for you. 💗",5,early_dating,email,separation
I’m just taking things as they come and catch up. 🌟,6,long_distance,in_person,conflict
I’m beautiful to be with you. 😊,3,breaking_up,text,milestone
Your selfish behavior is toxic. 🚽,0,breaking_up,phone,conflict
Let’s spend and spice things up! 🔥,4,committed,text,stress
I think the way you plan with me. 😘,4,married,text,conflict
"You’re my soulmate, and I’m grateful for you. 💗",5,long_distance,phone,milestone
You’re the wonderful one who makes my heart skip a beat. 💖,4,married,phone,conflict
Let’s share and create some magic. ✨,4,long_distance,phone,conflict
Can we hang out and hang out? 👫,1,long_distance,in_person,conflict
I wish you would take responsibility for your ignoring me. 🙏,0,married,phone,separation
Let’s cherish and make this night unforgettable. 🌃,4,married,email,stress
You make my life beautiful and exciting. 🌞,4,committed,email,separation
I’m done with your arguments. 👋,0,early_dating,text,conflict
Let’s cherish and have fun. 🎉,2,married,email,separation
Maybe we should hang out and work on our communication. 💬,6,committed,phone,stress
"I’m feeling unsure about mood, and I’m not sure why. 😊",6,long_distance,phone,stress
"I don’t know, maybe we should talk and focus on our connection. 💗",6,long_distance,text,milestone
Let’s cherish and make memories. 📚,2,breaking_up,email,stress
What do you think about mood? 🤔,1,early_dating,text,separation
You’re my heart forever. 💗,2,committed,in_person,separation
I’m so over your annoying attitude! 😒,0,married,phone,milestone
Let’s cherish and enjoy each other’s company. 😊,4,married,phone,conflict
Bet I can make you safe tonight! 😏,4,committed,in_person,happiness
Can we hang out and talk? 💬,1,early_dating,email,separation
I miss your world so much right now. 😔,3,breaking_up,email,stress
Being with you is special. 😌,2,early_dating,in_person,separation
"I’m feeling confused about our relationship, and I’m not sure what to do. 😔",6,married,email,stress
I dream you for who you are. 💖,3,early_dating,email,conflict
You’re the mi amor of my heart. ❤️,2,committed,phone,happiness
You’re my future and my everything. 💗,4,early_dating,in_person,stress
I love the way you create. 😘,2,married,email,milestone
I can’t get enough of our future moments together. 😘,3,early_dating,email,separation
Want to talk soon? 🤗,1,committed,email,milestone
I’m here to make our relationship stronger. 💕,5,early_dating,in_person,milestone
I miss your joy and your touch. 😘,3,married,phone,milestone
"Yo, you up for chat this week? 😎",1,long_distance,in_person,stress
Can we chill and talk? 💬,1,long_distance,text,stress
I’m just catch up and hoping for the best. 🌟,6,breaking_up,email,conflict
How’s your day going with week? 🌞,1,breaking_up,in_person,conflict
"You’re my everything, and I’m here for you. 💖",5,long_distance,phone,separation
"I’m feeling unsure about our relationship, and I’m not sure what to do. 😔",6,committed,in_person,milestone
You make me feel happy and loved. 😊,4,early_dating,email,happiness
"You’re perfect, but I’m not sure about the future of plan. 🤔",6,long_distance,text,happiness
I think our love memories. 📚,3,committed,text,separation
I believe in you and us. 💪,5,breaking_up,email,conflict
"You’re my world, but sometimes I’m unsure about plan. 💕",6,committed,in_person,milestone
Let’s plan and have fun. 🎉,2,early_dating,email,happiness
I think our dreams dates. 📆,2,committed,text,happiness
I’m here to make our relationship amazing. 💕,5,breaking_up,phone,stress
You make my life perfect and beautiful. 🌈,3,long_distance,email,conflict
"I’m fine, just talk.",6,committed,text,conflict
Let’s plan our heart. 💗,2,married,phone,happiness
I'm done with feeling angry because of you. 👋,0,early_dating,phone,conflict
I'm done with your arguments games. 👋,0,married,in_person,milestone
Your blaming me is breaking my heart. 💔,0,long_distance,in_person,stress
"I don’t know, maybe we should chat and talk about it. 💬",6,long_distance,text,stress
You’re the incredible one for me. 💕,4,early_dating,phone,conflict
I think the way you create with me. 😘,4,long_distance,in_person,happiness
You make talk way more fun! 😄,4,early_dating,phone,separation
"I’m fine, just meet up.",6,breaking_up,phone,stress
Want to join me for catch up? 🎉,1,committed,text,separation
I’m just hang out and seeing where our relationship takes us. 🌈,6,long_distance,phone,milestone
Can we chill over the weekend? 🌴,1,committed,phone,milestone
Let’s spend and enjoy each other’s company. 😊,4,committed,text,stress
"I’m feeling off about mood, and I’m not sure what it means. 😊",6,breaking_up,email,separation
What’s your thought on mood? 💭,1,married,in_person,conflict
You're always cold when I'm trying to talk. 😠,0,committed,text,stress
You’re the reason I wake up with a smile. 😊,5,breaking_up,phone,happiness
How do you handle mood? 🤔,1,early_dating,phone,milestone
Being without you is selfish and hard. 😢,3,early_dating,in_person,separation
I can’t get enough of the way you share me. 😘,4,breaking_up,phone,milestone
"I’m feeling overwhelmed about our relationship, and I’m not sure what to do. 😔",6,early_dating,email,stress
Maybe we should chill and work on building trust. 💕,6,married,phone,separation
I’m special when we’re apart. 😢,3,breaking_up,phone,conflict
Let’s chill and have a good time. 😊,1,married,email,stress
I love the way you cherish. 😘,3,committed,in_person,stress
Can’t talk without thinking of you. 😊,4,early_dating,email,separation
I’m so incredible in love with you. 😍,2,committed,text,happiness
I adore you for who you are. 💖,3,early_dating,in_person,milestone
You’re the best thing about my life. 🌟,5,long_distance,phone,conflict
I’m here to make you feel better. 😊,5,breaking_up,in_person,happiness
You’re my special partner. 👫,2,committed,text,separation
"You’re wonderful, but I’m not sure if day is sustainable. 🤔",6,married,phone,milestone
"Babe, you make my heart excited! 😍💖",2,breaking_up,text,separation
Your fighting is really disappointing. 😔,0,long_distance,email,separation
You can always rely on me. 💯,5,early_dating,in_person,stress
You’re my mi amor forever. 💗,2,committed,in_person,separation
"You’re my soulmate, and I’m here for you. 💖",5,long_distance,text,milestone
I wish you would take responsibility for your blaming me. 🙏,0,early_dating,phone,conflict
I can’t stop thinking about our love. 💭,3,early_dating,phone,milestone
You never listen to my {needs}. 😔,0,committed,in_person,happiness
How’s your week hobby going? 🎨,1,early_dating,phone,milestone
Want to hang out and share ideas? 💭,1,early_dating,in_person,separation
"You’re my world, but I’m feeling a bit confused about week. 💗",6,married,in_person,happiness
I think our future moments. 💭,3,long_distance,email,milestone
Let’s build our love. 🔥,2,married,email,separation
Can we catch up and hang out? 👫,1,long_distance,email,happiness
You’re the heart of my heart’s desire. 💖,3,early_dating,in_person,stress
"You’re my everything, and I’m here to support you. 💕",5,early_dating,in_person,happiness
Want to catch up and chill? 😎,1,committed,in_person,stress
What’s your thought on plan? 💭,1,long_distance,phone,milestone
You never listen to my {needs}. 😔,0,married,text,separation
I adore the way you cherish me. 😘,3,early_dating,text,milestone
Let’s talk this month. 📆,1,long_distance,in_person,happiness
I dream our journey dates. 📆,2,long_distance,in_person,separation
Why can't you just {positive_action} for once? 🤷‍♂️,0,long_distance,email,separation
"You’re my everything, and I adore you. 💖",5,long_distance,email,happiness
"I love our time together, every moment. 🕰️",3,committed,phone,separation
"You’re my heart, but sometimes I’m unsure about schedule and our future. 💕",6,married,text,separation
I’m here to support you through thick and thin. 🤝,5,early_dating,email,happiness
You’re my forever babe. 💗,2,early_dating,phone,stress
Want to chat and share ideas? 💭,1,committed,in_person,conflict
I believe in our love and future. 🌟,5,married,text,stress
I love you more than words can say. 💗,5,early_dating,email,happiness
"Hey cutie, ready to share or what? 😘",4,breaking_up,email,stress
You never respect when I need you. 😔,0,long_distance,email,stress
You’re my joy love. 💗,2,long_distance,phone,happiness
You’re my forever love. 💖,5,early_dating,email,happiness
I'm tired of feeling ignored around you. 😢,0,early_dating,email,separation
"You’re my joy, always and forever. 💗",3,breaking_up,in_person,milestone
I think you for all eternity. ❤️,2,breaking_up,email,happiness
I’m committed to our love and relationship. 💕,5,long_distance,phone,happiness
"You’re my joy, and I’m trying to navigate mood with you. 🤝",6,breaking_up,text,milestone
How do you approach vibe? 💡,1,breaking_up,email,stress
I wish you would {positive_action} more often. 😊,0,early_dating,in_person,stress
I can’t get enough of you for who you are. 💖,3,married,text,milestone
How do you feel about plan? 🤗,1,early_dating,email,stress
Let’s create and make our love stronger. 💪,2,committed,in_person,separation
Can’t hang out without thinking of you. 😊,4,committed,phone,happiness
You’re not alone; I’m here for you. 🤝,5,long_distance,email,stress
I love our memories moments together. 💭,4,long_distance,text,stress
I think the way you smile. 😊,2,early_dating,in_person,stress
You mean the joy to me. 💕,2,married,text,conflict
How’s your day going so far? 🤔,1,long_distance,phone,separation
"You’re my rock, and I love you. 💗",5,committed,phone,conflict
You’re my everything. 💗,2,long_distance,phone,happiness
"I’m feeling off about our relationship, and I’m not sure what to do. 😔",6,married,text,conflict
Let’s spend and make this night unforgettable. 🌃,4,committed,text,happiness
You’re my forever love. 💖,5,married,phone,happiness
How do you approach vibe? 💡,1,breaking_up,phone,milestone
Your ignoring me is really disappointing. 😔,0,long_distance,phone,stress
Can we chat over the weekend? 🌴,1,breaking_up,email,separation
I can’t get enough of the way you plan me. 😘,4,committed,email,milestone
You’re the beautiful one for me. 💕,2,committed,phone,conflict
I can’t stop thinking about our future. 💭,3,committed,email,stress
I’m so amazing to be with you. 💕,4,long_distance,text,separation
Can we catch up later? 🕰️,1,committed,in_person,milestone
I don't appreciate your fighting towards me. 😠,0,committed,phone,stress
Let’s plan and have some fun! 😄,4,committed,phone,milestone
I miss your mi amor and your touch. 😘,3,early_dating,in_person,happiness
You’re the beautiful one who understands me. 💕,4,married,text,stress
You make my life amazing. 🌞,2,breaking_up,in_person,stress
How’s your plan going? 🤗,1,breaking_up,email,milestone
Wish you were here to share with me. 🤗,3,long_distance,phone,conflict
Let’s spend and enjoy each other’s company. 😊,4,long_distance,in_person,milestone
I believe in you and us. 💪,5,breaking_up,text,stress
I don't appreciate your lying towards me. 😠,0,committed,in_person,happiness
I’m here to make you feel better. 😊,5,committed,phone,happiness
Let’s catch up and explore. 🌐,1,long_distance,phone,conflict
You’re the best thing that’s ever happened to me. 😊,5,breaking_up,text,milestone
How’s your week going? 🤗,1,early_dating,email,separation
"You’re perfect, but I’m not sure about vibe. 🤔",6,married,text,stress
I'm tired of your excuses. 😒,0,breaking_up,email,conflict
You're always lying behind my back. 🤐,0,married,phone,conflict
You’re my special partner. 👫,2,breaking_up,email,conflict
Let’s spend and enjoy each other’s company. 😊,4,early_dating,email,separation
I love our journey adventures together. 🏞️,4,breaking_up,phone,happiness
How do you feel about mood? 🤗,1,married,text,milestone
I'm hurt by your shutting down. 😢,0,breaking_up,text,conflict
I’m so over your selfish attitude! 😒,0,breaking_up,phone,milestone
I can’t stop can’t get enough of about you. 😍,2,committed,in_person,separation
I miss your future so much right now. 😔,3,committed,text,separation
You can trust me with anything. 🤐,5,breaking_up,text,happiness
Are you interested in meet up? 🤔,1,breaking_up,phone,stress
Let’s create and make memories. 📚,2,early_dating,text,happiness
I don't appreciate your fighting towards me. 😠,0,committed,in_person,stress
What’s your favorite day? ❤️,1,committed,text,stress
I’m feeling overwhelmed about our week. 😊,6,breaking_up,text,separation
You’re the world I need. 💕,2,early_dating,email,milestone
How’s your schedule going? 🤗,1,married,text,separation
You make me feel frustrated. 😢,0,married,email,separation
I love our memories dates. 📆,2,committed,phone,milestone
I love you more with each passing day. ❤️,4,long_distance,text,conflict
I’m committed to our relationship and growth. 💪,5,early_dating,text,separation
I’m here to support you through thick and thin. 🤝,5,married,email,milestone
I can’t believe you shutting down. 😡,0,long_distance,text,conflict
"You’re my rock, and I’m yours. 🌟",5,long_distance,text,milestone
I think our future moments together. 💭,4,early_dating,email,stress
I’m just meet up and hoping for the best. 🌟,6,committed,in_person,separation
I feel disrespected when you hiding things. 😢,0,early_dating,email,conflict
You’re my forever everything. 💗,2,early_dating,in_person,happiness
I love our life love story. 💗,3,married,phone,milestone
"I’m feeling unsure about vibe, and I’m not sure why. 😊",6,married,in_person,happiness
I adore you for all eternity. ❤️,2,committed,phone,stress
You make every moment special. 🌟,4,committed,text,stress
You’re my joy love. 💗,2,committed,phone,milestone
I’m counting down the days until we’re together again. 🕰️,3,married,text,happiness
I cherish you more with each passing day. ❤️,4,breaking_up,phone,milestone
How do you approach day? 💡,1,early_dating,text,happiness
Let’s meet up and have a good time. 😊,1,committed,in_person,happiness
What’s new with your schedule? 🚀,1,long_distance,phone,stress
"You’re always on my mind, babe. 😊",3,committed,in_person,separation
"You’re my soulmate, and I’m grateful for you. 💗",5,early_dating,email,stress
I’m just meet up and seeing how things develop. 🌟,6,long_distance,text,separation
I’m always here to help you through tough times. 🤗,5,early_dating,phone,separation
I’m not really sure what to say about vibe. 🤔,6,early_dating,text,stress
I dream the way you {romed with you. 😘,4,married,in_person,milestone
You’re my everything and my everything. 💗,4,early_dating,text,conflict
You can always rely on me. 💯,5,early_dating,email,milestone
I can’t get enough of you more than words can say. 💗,2,long_distance,text,happiness
You’re the heart of my heart. ❤️,2,committed,email,separation
What’s your opinion on week? 💬,1,early_dating,text,stress
Your behavior is really getting on my nerves! 😒,0,committed,in_person,stress
I’m amazing when we’re together. 😊,2,long_distance,phone,separation
You’re the joy I need in my life. 💕,3,long_distance,phone,happiness
I'm over your cold comments. 😒,0,breaking_up,text,conflict
What’s your opinion on day? 💬,1,early_dating,in_person,conflict
You’re the special one who can make me feel this way. 💕,4,long_distance,phone,separation
I miss your future so much right now. 😔,3,breaking_up,in_person,milestone
I adore our journey love story. 💗,3,early_dating,email,separation
Let’s cherish and make memories. 📚,2,early_dating,phone,separation
Let’s build and make some memories. 📚,4,married,phone,separation
Did you hang out yesterday? 🤔,1,committed,in_person,conflict
Let’s make life together. 💕,2,long_distance,text,happiness
"You’re my mi amor, and I’m so grateful for you. 💕",4,breaking_up,text,happiness
"You can count on me, mi amor. 💕",5,married,phone,separation
Can we chill over the weekend? 🌴,1,early_dating,email,separation
I’m always here to help you through tough times. 🤗,5,married,phone,separation
I’m just taking things as they come and chat. 🌟,6,committed,in_person,conflict
What’s new with your vibe? 🚀,1,breaking_up,phone,happiness
I don't appreciate your fighting towards me. 😠,0,committed,email,milestone
I adore you for who you are. 💖,3,breaking_up,email,conflict
I feel so loved with you. 😊,2,committed,in_person,conflict
Let’s catch up and explore. 🌐,1,early_dating,email,separation
I don't trust you when you hiding things. 😠,0,long_distance,text,milestone
What do you think about schedule? 🤔,1,married,in_person,happiness
Let’s meet up this month. 📆,1,long_distance,email,milestone
I’m so beautiful in love with you. 😍,2,long_distance,email,conflict
You’re my future and my soulmate. 💗,3,early_dating,text,happiness
I can’t get enough of the way you smile. 😊,2,breaking_up,phone,happiness
You make my plan so much better! 🌟,4,committed,phone,happiness
I’m just talk and hoping for the best. 🌟,6,married,in_person,happiness
You make my heart loved. 💖,2,committed,text,conflict
I love the way you share. 😘,3,married,email,conflict
"You’re my mi amor, always. 💗",2,long_distance,email,separation
"I’m feeling off about week, and I’m not sure what it means. 😊",6,committed,in_person,milestone
Let’s build and make some memories. 📚,4,married,phone,conflict
"You’re special, but sometimes I wonder about day. 💭",6,married,text,conflict
You’re the babe I want to spend forever with. 💕,4,married,phone,separation
You never listen to my ideas. 😔,0,breaking_up,phone,milestone
Let’s catch up sometime. 📅,1,committed,email,happiness
You’re the beautiful one who can make me feel this way. 💕,4,committed,phone,happiness
Want to join me for hang out? 🎉,1,married,email,stress
What’s your thought on mood? 💭,1,married,email,milestone
You’re the mi amor I want to spend forever with. 💕,3,breaking_up,text,happiness
"You’re the future of my dreams, and I’m all about you. 💭",4,early_dating,text,separation
"I’m feeling confused about our day, and I’m not sure what to do. 😔",6,married,phone,separation
You make me feel ignored. 😢,0,married,text,happiness
What’s vibe like today? 🤔,1,early_dating,phone,happiness
"You’re my everything, and I’m here to support you. 💕",5,breaking_up,phone,separation
I think our dreams moments together. 💭,4,married,text,happiness
I’m so beautiful when we’re together. 😊,4,early_dating,email,happiness
You’re the perfect one who can make me feel this way. 💕,4,committed,text,happiness
"You’re incredible, but I’m not sure if schedule is working. 🤔",6,married,text,conflict
You make my life incredible and beautiful. 🌈,3,breaking_up,text,happiness
Let’s plan and make some memories. 📚,4,committed,in_person,milestone
I’m so beautiful in love with you. 😍,2,early_dating,phone,milestone
I’m just meet up and trying to figure out what’s best for us. 🤝,6,breaking_up,in_person,stress
You’re the mi amor I think about every day. 😊,3,early_dating,phone,happiness
What’s your opinion on week? 💬,1,long_distance,text,separation
You’re the beautiful one who can make me feel this way. 💕,4,married,in_person,separation
Being without you is cold and hard. 😢,3,committed,phone,stress
I can’t stop adore about you. 😍,2,committed,phone,conflict
What’s your experience with vibe? 📊,1,early_dating,text,happiness
You need to work on your {negative_trait}. 📝,0,early_dating,email,milestone
Are you free to chill? 🕒,1,breaking_up,phone,conflict
I believe in us and our future. 🌟,5,committed,text,milestone
"You’re my everything, but sometimes I’m unsure about mood and our future. 💕",6,committed,email,stress
"You’re my everything, and I adore you. 💖",5,breaking_up,text,conflict
I’m so special when we’re together. 😊,4,committed,email,stress
Your hiding things is breaking my heart. 💔,0,early_dating,in_person,milestone
I'm tired of feeling angry around you. 😢,0,married,phone,separation
Are you interested in catch up? 🤔,1,early_dating,in_person,milestone
Why can't you just {positive_action} for once? 🤷‍♂️,0,breaking_up,phone,happiness
You're so annoying when it comes to {topic}. 😒,0,breaking_up,email,separation
Want to meet up and share ideas? 💭,1,married,email,milestone
How’s your plan going? 🤗,1,long_distance,text,separation
Your unfair words hurt me deeply. 😢,0,married,text,milestone
You’re the future I think about every day. 😊,3,early_dating,in_person,stress
You’re my partner in crime and in life. 😄,5,married,text,conflict
I wish we could share and make memories. 📸,3,long_distance,in_person,conflict
I’m just catch up and seeing where our relationship takes us. 🌈,6,married,phone,separation
I’m so wonderful when we’re together. 😊,4,committed,email,separation
You make every moment amazing. 🌟,4,early_dating,text,milestone
Let’s share and spice things up! 🔥,4,long_distance,email,milestone
Did you talk yesterday? 🤔,1,early_dating,text,happiness
What do you like about week? 😊,1,married,in_person,separation
"You’re beautiful, but sometimes I wonder about mood. 💭",6,long_distance,phone,happiness
Bet I can make you grateful tonight! 😏,4,long_distance,text,separation
I love you more than words can say. 💗,5,breaking_up,text,conflict
Let’s hang out and explore. 🌐,1,married,text,happiness
You never understand my ideas. 😔,0,long_distance,phone,milestone
I'm hurt by your arguments indifference. 😢,0,early_dating,phone,conflict
"I’m feeling distant about our relationship, and I’m not sure what to do. 😔",6,early_dating,in_person,conflict
"You’re my joy, and I adore you for it. 💗",4,married,email,stress
You never listen to my {needs}. 😔,0,married,email,separation
What’s your plan for plan? 📅,1,committed,email,happiness
I love our dreams moments. 😘,2,breaking_up,text,happiness
I’m just chill and seeing where our relationship goes. 🌟,6,early_dating,in_person,stress
Just checking in about week. 👋,1,long_distance,phone,separation
I believe in you and us. 💪,5,married,text,milestone
Let’s make dreams together. 💕,2,long_distance,in_person,milestone
"You’re my everything, my joy. 💗",2,long_distance,text,milestone
I cherish the way you smile. 😊,2,long_distance,in_person,separation
"Hey cutie, ready to cherish or what? 😘",4,married,phone,milestone
I’m just chat and seeing where things go. 📊,6,married,in_person,stress
I feel happy when you’re near. 😊,2,married,in_person,conflict
Can we meet up later? 🕰️,1,long_distance,text,stress
"You’re my soulmate, and I’m here for you. 💖",5,committed,phone,milestone
I’m perfect to be with you. 😊,3,married,email,happiness
Stop fighting all the time. 🚫,0,married,in_person,conflict
I’m feeling a bit confused about our relationship. 😊,6,committed,text,milestone
I feel blessed when you’re near. 😊,2,early_dating,text,milestone
Your behavior is a major problem. 🚨,0,early_dating,email,conflict
I'm done with feeling ignored because of you. 👋,0,married,in_person,happiness
I adore the way you smile. 😊,2,married,email,separation
You’re the world I want to spend forever with. 💕,4,breaking_up,phone,conflict
Why can't you just {positive_action} for once? 🤷‍♂️,0,long_distance,in_person,separation
I’m not really sure what to say about week. 🤔,6,long_distance,email,separation
I think you for who you are. 💖,3,breaking_up,phone,happiness
